time,foragers,transporters,followers,population_total,population_conserved,cumulative_deliveries,orientation_order_phi,nematic_order_psi,pheromone_active_cells,pheromone_total_intensity,forager_to_transporter,forager_to_follower,transporter_to_follower,follower_to_transporter
0,10,0,0,10,True,0,0.2719748214894983,0.7716260557989131,0,0.0,0,0,0,0
1,10,0,0,10,True,0,0.03214258740372959,0.8008517622432051,0,0.0,0,0,0,0
2,10,0,0,10,True,0,-0.2788079537954913,0.847980589025795,0,0.0,0,0,0,0
3,10,0,0,10,True,0,0.33960491786779123,0.7744251520539723,0,0.0,0,0,0,0
4,10,0,0,10,True,0,0.030758348643648348,0.8449270551746311,0,0.0,0,0,0,0
5,10,0,0,10,True,0,0.1356831539959258,0.6114454253225933,0,0.0,0,0,0,0
6,10,0,0,10,True,0,-0.06006354904561175,0.8089092987318509,0,0.0,0,0,0,0
7,10,0,0,10,True,0,-0.30636150945971014,0.49916731118510654,0,0.0,0,0,0,0
8,10,0,0,10,True,0,0.06577799678708955,0.6478211202165728,0,0.0,0,0,0,0
9,10,0,0,10,True,0,0.19012545345255455,0.6011358834709898,0,0.0,0,0,0,0
10,10,0,0,10,True,0,0.19794445834745508,0.690275728294722,0,0.0,0,0,0,0
11,10,0,0,10,True,0,0.0578103690425865,0.6020821848818532,0,0.0,0,0,0,0
12,10,0,0,10,True,0,0.574404274090174,0.7716465345321859,0,0.0,0,0,0,0
13,10,0,0,10,True,0,0.01105433357692498,0.6078022209866878,0,0.0,0,0,0,0
14,10,0,0,10,True,0,0.6591992024037515,0.802906016423973,0,0.0,0,0,0,0
15,10,0,0,10,True,0,0.22068522368933863,0.5137147287669603,0,0.0,0,0,0,0
16,10,0,0,10,True,0,0.688082478512653,0.8046149355817513,0,0.0,0,0,0,0
17,10,0,0,10,True,0,0.36735772022082464,0.7221491959674993,0,0.0,0,0,0,0
18,10,0,0,10,True,0,0.6612936163840302,0.8433808619979408,0,0.0,0,0,0,0
19,10,0,0,10,True,0,0.3732408162002582,0.7442109728207139,0,0.0,0,0,0,0
20,10,0,0,10,True,0,0.1478656704677308,0.5901124808222831,0,0.0,0,0,0,0
21,10,0,0,10,True,0,-0.26603392063298975,0.6060613158089478,0,0.0,0,0,0,0
22,10,0,0,10,True,0,0.4981557474443954,0.7809978986752562,0,0.0,0,0,0,0
23,10,0,0,10,True,0,0.4690100098219313,0.7844430724735166,0,0.0,0,0,0,0
24,10,0,0,10,True,0,0.1487749867401445,0.7839590017833366,0,0.0,0,0,0,0
25,10,0,0,10,True,0,-0.038218387613199976,0.7187409777679482,0,0.0,0,0,0,0
26,10,0,0,10,True,0,-0.07876939927001583,0.8887753213740309,0,0.0,0,0,0,0
27,10,0,0,10,True,0,-0.25627269950770976,0.7579892782657413,0,0.0,0,0,0,0
28,10,0,0,10,True,0,-0.337626984209935,0.9378846943530639,0,0.0,0,0,0,0
29,10,0,0,10,True,0,-0.03039293469525034,0.7598007568269612,0,0.0,0,0,0,0
30,10,0,0,10,True,0,-0.3091485221399486,0.7835040985361829,0,0.0,0,0,0,0
31,10,0,0,10,True,0,-0.026839223587021576,0.7814502427158501,0,0.0,0,0,0,0
32,10,0,0,10,True,0,-0.46610026420273476,0.8148946738990509,0,0.0,0,0,0,0
33,10,0,0,10,True,0,0.1796571750962909,0.6930168092291534,0,0.0,0,0,0,0
34,10,0,0,10,True,0,-0.1557934168613816,0.686754456278509,0,0.0,0,0,0,0
35,10,0,0,10,True,0,0.01608671286580219,0.7418648155770793,0,0.0,0,0,0,0
36,10,0,0,10,True,0,-0.1724187663427335,0.7176437992891277,0,0.0,0,0,0,0
37,10,0,0,10,True,0,0.006113749170412142,0.7287838506739152,0,0.0,0,0,0,0
38,10,0,0,10,True,0,0.2630525214318122,0.6216658822654293,0,0.0,0,0,0,0
39,10,0,0,10,True,0,0.23335794139090185,0.7730264352753203,0,0.0,0,0,0,0
40,10,0,0,10,True,0,0.18774943144610715,0.5505732563017691,0,0.0,0,0,0,0
41,10,0,0,10,True,0,0.18331895913098598,0.7582663908713582,0,0.0,0,0,0,0
42,10,0,0,10,True,0,0.06311929487520254,0.6397504162666366,0,0.0,0,0,0,0
43,10,0,0,10,True,0,0.06083074418609522,0.8016358078180527,0,0.0,0,0,0,0
44,10,0,0,10,True,0,0.307698876057919,0.7537941291775448,0,0.0,0,0,0,0
45,10,0,0,10,True,0,-0.25055996568511496,0.7441248277063651,0,0.0,0,0,0,0
46,10,0,0,10,True,0,-0.13607522676594813,0.6718147889435396,0,0.0,0,0,0,0
47,10,0,0,10,True,0,-0.4786907081492654,0.8206323528511538,0,0.0,0,0,0,0
48,10,0,0,10,True,0,-0.18488592048300276,0.7266053313612177,0,0.0,0,0,0,0
49,9,1,0,10,True,0,0.2889714972493514,0.6939891691681416,0,0.0,1,0,0,0
50,9,1,0,10,True,0,-0.20532103077594677,0.7249165439597722,1,1.0,1,0,0,0
51,9,1,0,10,True,0,0.04824542019610771,0.7778617067601569,2,2.0,1,0,0,0
52,9,1,0,10,True,0,0.0040386813075922404,0.7335443863583829,3,3.0,1,0,0,0
53,9,1,0,10,True,0,0.40208356580056837,0.7776539334009313,4,4.0,1,0,0,0
54,9,1,0,10,True,0,0.1318653221784019,0.6343711740510614,4,5.0,1,0,0,0
55,9,1,0,10,True,0,0.041656997621807725,0.6054563853667783,5,6.0,1,0,0,0
56,9,1,0,10,True,0,0.17234812881864997,0.6933662713562682,6,7.0,1,0,0,0
57,9,1,0,10,True,0,0.08499887261326623,0.5845586845833429,7,8.0,1,0,0,0
58,9,1,0,10,True,0,0.08071832257653266,0.6272576301251233,8,9.0,1,0,0,0
59,9,1,0,10,True,0,0.12182105966471665,0.5701001064586971,9,10.0,1,0,0,0
60,9,1,0,10,True,0,0.3852479943265471,0.6637119590897932,10,11.0,1,0,0,0
61,9,1,0,10,True,0,0.11063574777918364,0.632877041011672,11,12.0,1,0,0,0
62,9,1,0,10,True,0,-0.29762409695105874,0.7200656191627934,12,13.0,1,0,0,0
63,9,1,0,10,True,0,-0.1916245529582914,0.7389123156461596,13,14.0,1,0,0,0
64,9,1,0,10,True,0,-0.254209692216696,0.8066219106651761,14,15.0,1,0,0,0
65,9,1,0,10,True,0,-0.062307013416011844,0.7224366241422855,15,16.0,1,0,0,0
66,9,1,0,10,True,0,0.43573067605177424,0.7711102798888687,16,17.0,1,0,0,0
67,9,1,0,10,True,0,0.2437307453659264,0.7611403383954856,17,18.0,1,0,0,0
68,9,1,0,10,True,0,0.41827009904912577,0.7148781703450555,18,19.0,1,0,0,0
69,9,1,0,10,True,0,-0.03007486337825791,0.7432707442171644,19,20.0,1,0,0,0
70,9,1,0,10,True,0,-0.15058506893344645,0.7734957099851741,20,21.0,1,0,0,0
71,9,1,0,10,True,0,-0.1100688721975257,0.7953919758240435,21,22.0,1,0,0,0
72,9,1,0,10,True,0,-0.2429277355609874,0.7875667939934207,22,23.0,1,0,0,0
73,9,1,0,10,True,0,-0.08278893162988957,0.7405393461651066,23,24.0,1,0,0,0
74,9,1,0,10,True,0,-0.09165139411152964,0.8291203528075475,23,25.0,1,0,0,0
75,9,1,0,10,True,0,-0.16367942976542862,0.7637463823392237,24,26.0,1,0,0,0
76,9,1,0,10,True,0,0.04269056033929273,0.7072780453137861,25,27.0,1,0,0,0
77,9,1,0,10,True,0,-0.25950929082782676,0.7569565615010728,25,28.0,1,0,0,0
78,9,1,0,10,True,0,0.050402567849279566,0.8043955527618561,26,29.0,1,0,0,0
79,8,1,1,10,True,0,0.12221271384764762,0.8014929321028612,27,30.0,1,1,0,0
80,8,1,1,10,True,0,0.038091841785348524,0.7457104102895089,28,31.0,1,1,0,0
81,8,1,1,10,True,0,0.17188510709062096,0.7082153980331592,29,32.0,1,1,0,0
82,8,1,1,10,True,0,0.13655887650431786,0.6999184066059835,29,33.0,1,1,0,0
83,8,1,1,10,True,0,0.01779895428036682,0.788316557303292,30,34.0,1,1,0,0
84,8,1,1,10,True,0,0.26868799877570954,0.8014914488877111,31,35.0,1,1,0,0
85,8,1,1,10,True,0,0.1815452951774442,0.8186780423219016,32,36.0,1,1,0,0
86,8,1,1,10,True,0,0.04419224050238964,0.8366557019788422,33,37.0,1,1,0,0
87,8,1,1,10,True,0,-0.09627840109959022,0.8218984211023234,34,38.0,1,1,0,0
88,8,1,1,10,True,0,0.17991596474137064,0.6632618081345996,35,39.0,1,1,0,0
89,8,1,1,10,True,0,-0.2217158082731983,0.6099480312600494,36,40.0,1,1,0,0
90,8,1,1,10,True,0,0.23913603527878538,0.5882882610208293,36,41.0,1,1,0,0
91,8,0,2,10,True,1,0.07971397729649862,0.6547828868839219,37,42.0,1,1,1,0
92,8,0,2,10,True,1,0.3482848586019139,0.7732910241936346,37,42.0,1,1,1,0
93,8,1,1,10,True,1,0.22551531587659962,0.7635142956447487,37,42.0,1,1,1,1
94,8,1,1,10,True,1,0.18854667392992847,0.7361856961722851,38,43.0,1,1,1,1
95,8,1,1,10,True,1,0.1831650377382843,0.6885121244506816,38,44.0,1,1,1,1
96,8,1,1,10,True,1,0.25406928191294964,0.6893332945224832,38,45.0,1,1,1,1
97,8,1,1,10,True,1,0.270848309248475,0.6895053450340324,38,46.0,1,1,1,1
98,8,1,1,10,True,1,0.12450622059120628,0.7243470988824231,38,47.0,1,1,1,1
99,8,1,1,10,True,1,0.24116073552522305,0.635240300620139,39,48.0,1,1,1,1
100,8,1,1,10,True,1,0.031737285947330295,0.6235839917968804,39,49.0,1,1,1,1
101,8,1,1,10,True,1,0.45058906276541144,0.624010504754313,39,50.0,1,1,1,1
102,8,1,1,10,True,1,-0.30217080189259143,0.6287338066183535,39,51.0,1,1,1,1
103,8,1,1,10,True,1,0.4263430325448163,0.6568975089873884,40,52.0,1,1,1,1
104,8,1,1,10,True,1,0.09823545775606028,0.6441578113274288,40,53.0,1,1,1,1
105,8,1,1,10,True,1,0.4232468838167797,0.6819512237102464,40,54.0,1,1,1,1
106,8,1,1,10,True,1,0.11948056944315325,0.6584681356375812,41,55.0,1,1,1,1
107,8,1,1,10,True,1,0.4886803034702652,0.6858871583494688,42,56.0,1,1,1,1
108,8,1,1,10,True,1,0.0455737046221657,0.6692956704897495,42,57.0,1,1,1,1
109,7,1,2,10,True,1,-0.24133869133678232,0.7369173127456669,43,58.0,1,2,1,1
110,7,2,1,10,True,1,-0.2369477654173402,0.6698184029676293,44,59.0,1,2,1,2
111,7,2,1,10,True,1,-0.5258109514829715,0.6968302214757071,46,61.0,1,2,1,2
112,7,2,1,10,True,1,0.037836098642549665,0.7431583610561704,48,63.0,1,2,1,2
113,7,2,1,10,True,1,-0.08449588194314754,0.6874179593572098,49,65.0,1,2,1,2
114,7,2,1,10,True,1,0.2539575858146107,0.651282669412145,51,67.0,1,2,1,2
115,7,2,1,10,True,1,0.10972369508225735,0.6270066451074442,53,69.0,1,2,1,2
116,6,2,2,10,True,1,0.23017190431089932,0.6574505708924644,55,71.0,1,3,1,2
117,6,2,2,10,True,1,0.3957795698154708,0.6812687589335041,57,73.0,1,3,1,2
118,6,2,2,10,True,1,0.4482900451751551,0.7292685062192769,59,75.0,1,3,1,2
119,6,2,2,10,True,1,0.3311297725650541,0.6216309933440028,61,77.0,1,3,1,2
120,6,2,2,10,True,1,0.07305505846211535,0.6890278064176573,62,79.0,1,3,1,2
121,6,2,2,10,True,1,0.5260549527238052,0.6551298671345664,64,81.0,1,3,1,2
122,6,2,2,10,True,1,0.14626215422034905,0.6542854076286596,66,83.0,1,3,1,2
123,6,3,1,10,True,1,0.15778342385486596,0.6863043477382905,68,85.0,1,3,1,3
124,6,3,1,10,True,1,0.2673041862986102,0.7186273367137467,71,88.0,1,3,1,3
125,6,3,1,10,True,1,0.145559009358634,0.676164023403313,73,91.0,1,3,1,3
126,6,3,1,10,True,1,0.017334538966418213,0.6909610135013219,76,94.0,1,3,1,3
127,6,3,1,10,True,1,-0.10564328937359027,0.7018368172074453,78,97.0,1,3,1,3
128,6,3,1,10,True,1,0.33465968041774097,0.7908733612753712,80,100.0,1,3,1,3
129,6,3,1,10,True,1,0.217210680140773,0.7350381798642667,82,103.0,1,3,1,3
130,6,3,1,10,True,1,0.04270145943383778,0.8760254005223476,85,106.0,1,3,1,3
131,6,3,1,10,True,1,0.08697158821652992,0.7219506038014255,86,109.0,1,3,1,3
132,6,3,1,10,True,1,-0.20593494205128202,0.6462114669237213,88,112.0,1,3,1,3
133,6,3,1,10,True,1,0.4759918246499611,0.7848392876878051,90,115.0,1,3,1,3
134,6,3,1,10,True,1,0.4171123899159884,0.633044033693394,92,118.0,1,3,1,3
135,6,4,0,10,True,1,0.6246761534382624,0.8015190274934062,94,121.0,1,3,1,4
136,6,4,0,10,True,1,0.2851094067222303,0.6335353195911624,97,125.0,1,3,1,4
137,6,4,0,10,True,1,0.5860659191172661,0.786408294539101,101,129.0,1,3,1,4
138,6,4,0,10,True,1,0.154009178206375,0.5465234654728142,104,133.0,1,3,1,4
139,6,4,0,10,True,1,0.2570297397144696,0.6757087468042893,106,137.0,1,3,1,4
140,6,4,0,10,True,1,-0.046399287943881304,0.6455482449683576,109,141.0,1,3,1,4
141,6,4,0,10,True,1,0.21692842076373972,0.7499862476673809,112,145.0,1,3,1,4
142,6,4,0,10,True,1,-0.23223354684530215,0.6209278648527685,115,149.0,1,3,1,4
143,6,4,0,10,True,1,0.4875261649945786,0.7358876841156005,119,153.0,1,3,1,4
144,6,4,0,10,True,1,0.34117515857954633,0.6255854511300015,123,157.0,1,3,1,4
145,6,4,0,10,True,1,0.2552580102317725,0.5811909604387783,127,161.0,1,3,1,4
146,6,4,0,10,True,1,0.36131196425161444,0.595520405323213,131,165.0,1,3,1,4
147,5,4,1,10,True,1,0.20382979941335036,0.6227615674003891,134,169.0,1,4,1,4
148,5,4,1,10,True,1,0.34531734986512186,0.5919880862961632,137,173.0,1,4,1,4
149,5,4,1,10,True,1,0.20948431411733276,0.5692357864470781,139,177.0,1,4,1,4
150,5,4,1,10,True,1,0.20157670307379666,0.5818855078203122,142,181.0,1,4,1,4
151,5,4,1,10,True,1,0.48120417542722327,0.7282014052559995,146,185.0,1,4,1,4
152,5,4,1,10,True,1,0.42813470466475784,0.8162082002988064,149,189.0,1,4,1,4
153,5,4,1,10,True,1,0.46032482878860376,0.7367785037612451,152,193.0,1,4,1,4
154,5,4,1,10,True,1,-0.23434909660445533,0.7129439656228117,155,197.0,1,4,1,4
155,5,3,2,10,True,2,-0.10402037178022425,0.7244714858233026,158,201.0,1,4,2,4
156,5,3,2,10,True,2,-0.13355638320334373,0.7367043210442615,161,204.0,1,4,2,4
157,5,3,2,10,True,2,0.25707573864590216,0.7733285881304269,164,207.0,1,4,2,4
158,5,3,2,10,True,2,0.25455823637650055,0.7969454341079061,165,210.0,1,4,2,4
159,5,3,2,10,True,2,0.7427860386839874,0.9022279575567086,168,213.0,1,4,2,4
160,5,3,2,10,True,2,0.7299405305382187,0.8499438184883821,171,216.0,1,4,2,4
161,4,3,3,10,True,2,0.6280474305422208,0.7620648757571027,174,219.0,1,5,2,4
162,4,3,3,10,True,2,0.577277575186949,0.5907766967762995,177,222.0,1,5,2,4
163,4,3,3,10,True,2,0.4639553914526788,0.6164634247432733,180,225.0,1,5,2,4
164,4,3,3,10,True,2,0.7861594546393749,0.7795573449482569,183,228.0,1,5,2,4
165,4,3,3,10,True,2,0.9899810779769824,0.933856240343913,186,231.0,1,5,2,4
166,4,3,3,10,True,2,0.6398162134912285,0.7924563632374888,189,234.0,1,5,2,4
167,4,3,3,10,True,2,0.6078245146429031,0.7902219949487599,192,237.0,1,5,2,4
168,4,3,3,10,True,2,0.39367156791290925,0.7382472703761065,195,240.0,1,5,2,4
169,4,3,3,10,True,2,0.7152819533304725,0.8758159279284042,198,243.0,1,5,2,4
170,4,3,3,10,True,2,0.40245827953762126,0.7855826131997367,201,246.0,1,5,2,4
171,4,3,3,10,True,2,0.6761199905501207,0.9067358344246478,204,249.0,1,5,2,4
172,4,3,3,10,True,2,0.39354197531034446,0.8383898546351551,207,252.0,1,5,2,4
173,3,3,4,10,True,2,0.4969759027638611,0.7528284222027068,210,255.0,1,6,2,4
174,3,3,4,10,True,2,0.7642348381620749,0.8743518951396736,213,258.0,1,6,2,4
175,3,3,4,10,True,2,0.5860892607389102,0.7687878937589946,216,261.0,1,6,2,4
176,3,3,4,10,True,2,0.6609518959213208,0.8281128664089566,219,264.0,1,6,2,4
177,3,2,5,10,True,3,0.6959767016566343,0.7487620866985177,222,267.0,1,6,3,4
178,3,2,5,10,True,3,0.8403762548252207,0.8222470416608337,224,269.0,1,6,3,4
179,3,2,5,10,True,3,0.2760260242590963,0.5274175210797877,226,271.0,1,6,3,4
180,3,2,5,10,True,3,0.548024631542819,0.6444522384760857,228,273.0,1,6,3,4
181,3,2,5,10,True,3,0.42218512719861157,0.6093831997440179,230,275.0,1,6,3,4
182,3,2,5,10,True,3,0.6795698386146196,0.6811954653689973,232,277.0,1,6,3,4
183,2,2,6,10,True,3,0.5514028040742822,0.6326755999064062,234,279.0,1,7,3,4
184,2,2,6,10,True,3,0.655681463671605,0.7293494495856911,236,281.0,1,7,3,4
185,2,3,5,10,True,3,0.6511891680676687,0.6507342693873094,238,283.0,1,7,3,5
186,1,3,6,10,True,3,0.2028034969071888,0.4821887101533774,241,286.0,1,8,3,5
187,1,3,6,10,True,3,0.2617764739477645,0.5499376048657437,244,289.0,1,8,3,5
188,1,4,5,10,True,3,-0.14154143355046894,0.6034779147002165,245,292.0,1,8,3,6
189,1,4,5,10,True,3,0.32242700065148383,0.5868684709777704,248,296.0,1,8,3,6
190,1,4,5,10,True,3,0.39654474935498907,0.509092562906564,251,300.0,1,8,3,6
191,1,4,5,10,True,3,0.8042529333441811,0.6930948952640965,255,304.0,1,8,3,6
192,1,5,4,10,True,3,0.41441195083742166,0.6983179612717304,259,308.0,1,8,3,7
193,1,5,4,10,True,3,0.5827947315616636,0.7060242285214113,262,313.0,1,8,3,7
194,1,5,4,10,True,3,0.38257624085804676,0.6170706971264253,266,318.0,1,8,3,7
195,1,5,4,10,True,3,0.21318641291067436,0.4721140202761936,269,323.0,1,8,3,7
196,1,5,4,10,True,3,0.16348563351361325,0.5701576699554799,272,328.0,1,8,3,7
197,1,5,4,10,True,3,0.20900945595214154,0.5829192711209288,275,333.0,1,8,3,7
198,1,5,4,10,True,3,0.11961760808699975,0.5551030840522244,278,338.0,1,8,3,7
199,1,5,4,10,True,3,0.20933652610070758,0.6227580085549163,281,343.0,1,8,3,7
200,1,6,3,10,True,3,0.14569985212954556,0.6088788851053978,284,348.0,1,8,3,8
201,1,6,3,10,True,3,0.6330681873879062,0.7933274986420799,287,354.0,1,8,3,8
202,1,6,3,10,True,3,0.5988245220216015,0.781946334271468,290,360.0,1,8,3,8
203,0,6,4,10,True,3,0.4587338877300328,0.7118154135246653,293,366.0,1,9,3,8
204,0,6,4,10,True,3,0.3903877611941907,0.7369491946859817,296,372.0,1,9,3,8
205,0,6,4,10,True,3,0.4200117988906447,0.7123312230210486,299,378.0,1,9,3,8
206,0,6,4,10,True,3,0.2961043941589664,0.6041292542334159,302,384.0,1,9,3,8
207,0,5,5,10,True,4,0.5236778071018177,0.6682221550322173,304,390.0,1,9,4,8
208,0,5,5,10,True,4,0.5575689265766728,0.6872149852713342,306,395.0,1,9,4,8
209,0,5,5,10,True,4,0.4830982149341688,0.6658725028048302,308,400.0,1,9,4,8
210,0,4,6,10,True,5,0.25219284366414596,0.5766211827210023,311,405.0,1,9,5,8
211,0,4,6,10,True,5,0.5735092459762512,0.7235119992315023,313,409.0,1,9,5,8
212,0,4,6,10,True,5,0.5443527225175773,0.7200733067162404,315,413.0,1,9,5,8
213,0,4,6,10,True,5,0.5556901362879589,0.7083621237084327,316,417.0,1,9,5,8
214,0,4,6,10,True,5,0.22310077509587312,0.6296185209528009,319,421.0,1,9,5,8
215,0,4,6,10,True,6,0.47760662584481217,0.7453867169487793,322,425.0,1,9,6,9
216,0,4,6,10,True,6,0.4916341412780373,0.6622537293990418,325,429.0,1,9,6,9
217,0,4,6,10,True,6,0.7381577971604291,0.7955763817196365,328,433.0,1,9,6,9
218,0,4,6,10,True,6,0.7256146102311415,0.7885018870585461,331,437.0,1,9,6,9
219,0,4,6,10,True,6,0.7711687142101413,0.7872627846674543,333,441.0,1,9,6,9
220,0,4,6,10,True,6,1.0439324068108977,0.9766705074612783,334,445.0,1,9,6,9
221,0,4,6,10,True,6,0.9575603527127068,0.9139359306890503,337,449.0,1,9,6,9
222,0,4,6,10,True,6,0.9453833830959615,0.9168771646040587,339,453.0,1,9,6,9
223,0,4,6,10,True,6,0.8685521328094158,0.922403724576924,342,457.0,1,9,6,9
224,0,4,6,10,True,6,0.7923234759266802,0.9081027478398408,344,461.0,1,9,6,9
225,0,4,6,10,True,6,0.7698825298062293,0.9200506789452337,346,465.0,1,9,6,9
226,0,4,6,10,True,6,0.6922738035184974,0.9402696932050857,349,469.0,1,9,6,9
227,0,4,6,10,True,6,0.7440821102083104,0.9195123208246992,352,473.0,1,9,6,9
228,0,4,6,10,True,6,0.7117416113213607,0.9333951156512053,355,477.0,1,9,6,9
229,0,4,6,10,True,6,0.5360815695122778,0.8184551613965203,358,481.0,1,9,6,9
230,0,4,6,10,True,6,0.5754269726935687,0.8262789192237118,360,485.0,1,9,6,9
231,0,4,6,10,True,6,0.326708541469131,0.7528846219821121,362,489.0,1,9,6,9
232,0,4,6,10,True,6,0.27080138874130116,0.7720045326159879,364,493.0,1,9,6,9
233,0,4,6,10,True,6,0.2801031281773364,0.7796634240794047,368,497.0,1,9,6,9
234,0,4,6,10,True,6,0.24867103772454305,0.7838854220740408,370,501.0,1,9,6,9
235,0,4,6,10,True,6,0.34129047350216807,0.7516507005790685,374,505.0,1,9,6,9
236,0,5,5,10,True,6,0.4467620442458582,0.7084091322830871,378,509.0,1,9,6,10
237,0,5,5,10,True,6,0.7101124193565295,0.8194375064423224,381,514.0,1,9,6,10
238,0,5,5,10,True,6,0.7792882702760762,0.8303673340038592,385,519.0,1,9,6,10
239,0,5,5,10,True,6,0.7635866795439705,0.8382035642032124,388,524.0,1,9,6,10
240,0,5,5,10,True,6,0.38746622745076664,0.6664108758542192,391,529.0,1,9,6,10
241,0,5,5,10,True,6,0.29336856136517164,0.6858485105759824,395,534.0,1,9,6,10
242,0,5,5,10,True,6,0.08599268377333333,0.7048179114444588,399,539.0,1,9,6,10
243,0,5,5,10,True,6,0.24497139228243184,0.6703557846682953,404,544.0,1,9,6,10
244,0,6,4,10,True,6,0.5574609354557866,0.7288977564784742,408,549.0,1,9,6,11
245,0,6,4,10,True,6,0.6892741287420414,0.8047699050783118,413,555.0,1,9,6,11
246,0,6,4,10,True,6,0.30111622100047003,0.6688335307673405,418,561.0,1,9,6,11
247,0,6,4,10,True,6,0.2813302168409285,0.7068795658085089,422,567.0,1,9,6,11
248,0,6,4,10,True,6,0.011391327181222844,0.6568337209063315,426,573.0,1,9,6,11
249,0,6,4,10,True,6,0.033808317848588884,0.7215907083160218,430,579.0,1,9,6,11
250,0,6,4,10,True,6,0.046814491664681566,0.7047996188331037,434,585.0,1,9,6,11
251,0,6,4,10,True,6,0.14198560641744395,0.7611884535428624,439,591.0,1,9,6,11
252,0,6,4,10,True,6,0.45274325589475256,0.78976718041051,443,597.0,1,9,6,11
253,0,6,4,10,True,6,0.4642287998185612,0.7359276325069275,447,603.0,1,9,6,11
254,0,6,4,10,True,6,0.18030267622884186,0.6641803015334752,451,609.0,1,9,6,11
255,0,6,4,10,True,6,0.3192818014236517,0.6169993177978454,456,615.0,1,9,6,11
256,0,7,3,10,True,6,0.09447439286387363,0.6598158899919236,460,621.0,1,9,6,12
257,0,8,2,10,True,6,0.11378764658845264,0.6454926808830893,465,628.0,1,9,6,13
258,0,8,2,10,True,6,0.3668731652214657,0.6649151131697342,469,636.0,1,9,6,13
259,0,8,2,10,True,6,0.39532374775515694,0.6654623321491453,474,644.0,1,9,6,13
260,0,9,1,10,True,6,0.4901522573585305,0.7448154706947412,479,652.0,1,9,6,14
261,0,9,1,10,True,6,0.11556759461848287,0.6626024632418881,483,661.0,1,9,6,14
262,0,9,1,10,True,6,0.03739825476399441,0.6315870554062872,487,670.0,1,9,6,14
263,0,9,1,10,True,6,0.061463743928629,0.6555979264397077,492,679.0,1,9,6,14
264,0,9,1,10,True,6,0.04088096854144907,0.6685426459803594,495,688.0,1,9,6,14
265,0,9,1,10,True,6,-0.03501198634362172,0.6150490876543513,501,697.0,1,9,6,14
266,0,9,1,10,True,6,0.08124721329272486,0.6381237223120219,506,706.0,1,9,6,14
267,0,9,1,10,True,6,0.017271042511436296,0.6652388216360179,509,715.0,1,9,6,14
268,0,9,1,10,True,6,0.31246170809140034,0.7352589249311575,515,724.0,1,9,6,14
269,0,9,1,10,True,6,0.4026617368678586,0.7880557436190275,519,733.0,1,9,6,14
270,0,9,1,10,True,6,0.7194102735282527,0.8903709653756774,524,742.0,1,9,6,14
271,0,9,1,10,True,6,0.9237220084400599,0.9151114863374774,529,751.0,1,9,6,14
272,0,9,1,10,True,6,0.9316516302097944,0.8653612861571375,534,760.0,1,9,6,14
273,0,8,2,10,True,7,0.8940718477657732,0.8440001982737991,539,769.0,1,9,7,14
274,0,9,1,10,True,7,0.9180443992693526,0.834351280392899,544,777.0,1,9,7,15
275,0,9,1,10,True,7,0.878698902806275,0.8328283703657747,548,786.0,1,9,7,15
276,0,9,1,10,True,7,0.864041234535032,0.8220962904866312,552,795.0,1,9,7,15
277,0,9,1,10,True,7,0.7381923904592378,0.8342372304696006,556,804.0,1,9,7,15
278,0,9,1,10,True,7,0.781727623915461,0.838554836766565,561,813.0,1,9,7,15
279,0,9,1,10,True,7,0.40607990943562494,0.6654359347642685,567,822.0,1,9,7,15
280,0,9,1,10,True,7,0.3992791455223299,0.6552926892312909,573,831.0,1,9,7,15
281,0,9,1,10,True,7,0.36713144269211057,0.6777000384168395,580,840.0,1,9,7,15
282,0,9,1,10,True,7,0.2899691472861,0.6024643908657157,587,849.0,1,9,7,15
283,0,9,1,10,True,7,-0.07636738075968492,0.5586120607490885,592,858.0,1,9,7,15
284,0,9,1,10,True,7,0.013311117710448728,0.5523867748854508,600,867.0,1,9,7,15
285,0,9,1,10,True,7,0.015522701859081046,0.550802480843555,608,876.0,1,9,7,15
286,0,9,1,10,True,7,0.2550512711089489,0.6394587342763836,614,885.0,1,9,7,15
287,0,9,1,10,True,7,0.6688862860799226,0.8462138916181707,619,894.0,1,9,7,15
288,0,9,1,10,True,7,0.6688862860799227,0.8462138916181706,624,903.0,1,9,7,15
289,0,9,1,10,True,7,0.6958084781466022,0.795294792057035,628,912.0,1,9,7,15
290,0,9,1,10,True,7,0.6749985035439858,0.8081705111803579,635,921.0,1,9,7,15
291,0,9,1,10,True,7,0.6749985035439856,0.8081705111803579,641,930.0,1,9,7,15
292,0,9,1,10,True,7,0.5471743514827911,0.7445102542208484,645,939.0,1,9,7,15
293,0,9,1,10,True,7,0.577104616000715,0.7245595532259946,651,948.0,1,9,7,15
294,0,9,1,10,True,7,0.7940170140357119,0.797455475321994,657,957.0,1,9,7,15
295,0,9,1,10,True,7,0.5014247242949323,0.5895741170393438,665,966.0,1,9,7,15
296,0,9,1,10,True,7,0.27599314258373375,0.49989709295493073,673,975.0,1,9,7,15
297,0,9,1,10,True,7,0.060841381492180394,0.5237865060309028,681,984.0,1,9,7,15
298,0,9,1,10,True,7,-0.16283123838956115,0.6664801443276721,689,993.0,1,9,7,15
299,0,9,1,10,True,7,-0.21650113979667313,0.6810039464647283,697,1002.0,1,9,7,15
300,0,9,1,10,True,7,-0.1560744024768431,0.6925970862290188,704,1011.0,1,9,7,15
