time,ant_id,from_role,to_role,reason,x,y
3373,50,forager,follower,pheromone_sensed,19.07839344148738,79.12052331029304
3386,5,follower,transporter,food_reached_from_trail,243.32094426344003,239.92558726993806
3416,26,forager,follower,pheromone_sensed,48.87388328446868,151.06221168366758
3458,91,follower,transporter,food_reached_from_trail,243.4607414770724,240.53517182791478
3482,76,forager,follower,pheromone_sensed,26.46245121964861,270.496000489192
3489,87,follower,transporter,food_reached_from_trail,242.39807916946825,237.37439355721682
3572,11,follower,transporter,food_reached_from_trail,243.11964630629782,241.07763373653904
3609,65,follower,transporter,food_reached_from_trail,240.03702733234954,236.5134579451098
3616,70,forager,follower,pheromone_sensed,18.043164596762406,265.1880023610672
3624,41,forager,follower,pheromone_sensed,21.300729970293656,90.31595159948994
3631,75,forager,follower,pheromone_sensed,151.12476072377967,42.12434841403516
3659,44,transporter,follower,food_deposited_at_nest,87.1656318592908,90.32578276489461
3674,35,forager,follower,pheromone_sensed,86.10778542300316,28.304868127040493
3739,81,transporter,follower,food_deposited_at_nest,92.12855250954844,91.15302327856394
3740,13,follower,transporter,food_reached_from_trail,242.26911254371217,237.28153199693014
3752,29,follower,transporter,food_reached_from_trail,243.2482754046217,240.08691076402184
3757,77,follower,transporter,food_reached_from_trail,241.16397327192612,236.76382671866
3763,6,follower,transporter,food_reached_from_trail,243.1466718368653,240.80975193762413
3773,16,follower,transporter,food_reached_from_trail,243.51905435244623,239.5901896196129
3776,88,follower,transporter,food_reached_from_trail,242.06680772381105,237.1010589836672
3815,79,transporter,follower,food_deposited_at_nest,92.90184308575033,90.18747307690184
3839,2,follower,transporter,food_reached_from_trail,240.15820704250484,236.5140921567738
3844,40,transporter,follower,food_deposited_at_nest,89.18771328065742,92.43873098603252
3884,22,follower,transporter,food_reached_from_trail,243.55547179070282,240.50818575434238
3915,12,follower,transporter,food_reached_from_trail,240.11856275884972,236.57633859949377
3959,64,transporter,follower,food_deposited_at_nest,91.43875605416406,92.52521128896993
3974,45,follower,transporter,food_reached_from_trail,239.8719866005535,236.65850421674443
4042,63,transporter,follower,food_deposited_at_nest,92.4606171777107,91.70089154220874
4052,83,follower,transporter,food_reached_from_trail,238.71107454952792,243.1431500502931
4078,27,transporter,follower,food_deposited_at_nest,91.24424447142256,87.46215986415024
4085,23,follower,transporter,food_reached_from_trail,240.00166311728825,243.5696593064358
4115,65,transporter,follower,food_deposited_at_nest,91.87767313597529,87.7932306719374
4116,61,transporter,follower,food_deposited_at_nest,92.60743999232214,88.95518592776143
4130,67,transporter,follower,food_deposited_at_nest,89.38198676892706,87.41188561393629
4167,30,transporter,follower,food_deposited_at_nest,87.7493024415627,91.15040295764076
4211,14,transporter,follower,food_deposited_at_nest,87.55781070103696,90.34213150954116
4274,58,follower,transporter,food_reached_from_trail,240.7481742368394,236.48317370301388
4277,25,follower,transporter,food_reached_from_trail,241.71545898946778,236.8993569196249
4315,79,follower,transporter,food_reached_from_trail,239.80322864236328,236.47323343699358
4413,81,follower,transporter,food_reached_from_trail,240.0366406409199,236.68607051340615
4453,86,transporter,follower,food_deposited_at_nest,87.55920710792442,88.4358875335071
4466,95,transporter,follower,food_deposited_at_nest,87.43923252295187,89.96060361793901
4534,21,transporter,follower,food_deposited_at_nest,90.43211307697618,92.61331552178565
4551,66,transporter,follower,food_deposited_at_nest,90.40345740308301,87.18441034651292
4570,38,transporter,follower,food_deposited_at_nest,90.33740297308647,87.29235040748773
4581,61,follower,transporter,food_reached_from_trail,241.51941432627672,236.8490815164091
4594,65,follower,transporter,food_reached_from_trail,241.79755893742956,236.89439469314354
4621,62,transporter,follower,food_deposited_at_nest,92.05434340522531,88.25127480749629
4632,67,follower,transporter,food_reached_from_trail,242.28041128524305,237.34555890639243
4659,46,transporter,follower,food_deposited_at_nest,90.1529026263462,92.76302275695078
4680,33,transporter,follower,food_deposited_at_nest,92.3190228355068,88.2194266487702
4700,82,transporter,follower,food_deposited_at_nest,87.27273727223934,89.25501929520604
4711,98,transporter,follower,food_deposited_at_nest,87.13786974586033,90.38687832293333
4735,27,follower,transporter,food_reached_from_trail,241.29960129078032,236.80444151003255
4780,79,transporter,follower,food_deposited_at_nest,92.90184308575033,90.18747307690184
4784,31,transporter,follower,food_deposited_at_nest,89.10578613884186,92.5249658828854
4805,72,transporter,follower,food_deposited_at_nest,88.2599951860331,88.12307492320124
4818,18,transporter,follower,food_deposited_at_nest,92.16361340731136,91.61583639264246
4866,39,transporter,follower,food_deposited_at_nest,92.44046014956291,90.68380213407555
4885,52,transporter,follower,food_deposited_at_nest,87.55991272888785,90.09594213392766
4910,0,transporter,follower,food_deposited_at_nest,92.842441907422,89.56116035021644
4920,32,transporter,follower,food_deposited_at_nest,90.00719974475788,87.51448445201076
4933,71,transporter,follower,food_deposited_at_nest,91.99629760460043,88.26021287481575
4946,56,transporter,follower,food_deposited_at_nest,92.81780945115108,89.25293748678247
4968,43,transporter,follower,food_deposited_at_nest,91.87437238380001,88.20569729147388
4982,21,follower,transporter,food_reached_from_trail,238.49195667102813,236.99414701922134
5019,19,transporter,follower,food_deposited_at_nest,92.74718905395373,90.91630250127527
5025,81,transporter,follower,food_deposited_at_nest,92.285496860586,91.39835067365792
5032,61,transporter,follower,food_deposited_at_nest,92.71925561619578,88.9739303720773
5050,44,follower,transporter,food_reached_from_trail,237.02759255839464,238.16795220251166
5051,80,transporter,follower,food_deposited_at_nest,91.86161357125533,91.81249899409607
5056,65,transporter,follower,food_deposited_at_nest,91.87767313597529,87.7932306719374
5109,67,transporter,follower,food_deposited_at_nest,90.94040489561726,87.32495954615845
5163,35,follower,transporter,food_reached_from_trail,243.36284265586912,239.64230241583843
5293,27,transporter,follower,food_deposited_at_nest,91.24424447142256,87.46215986415024
5328,39,follower,transporter,food_reached_from_trail,237.84823957948024,237.56363417449586
5346,33,follower,transporter,food_reached_from_trail,241.6429916704807,236.85086171770578
5361,89,transporter,follower,food_deposited_at_nest,92.69518372960094,89.01535627438409
5362,62,follower,transporter,food_reached_from_trail,240.1501985421678,236.6638767024823
5414,21,transporter,follower,food_deposited_at_nest,90.6114983151887,92.85441059014896
5453,69,transporter,follower,food_deposited_at_nest,92.56952777622833,88.79690235032615
5475,86,follower,transporter,food_reached_from_trail,241.47522910960222,236.8938215666948
5479,81,follower,transporter,food_reached_from_trail,239.1311593966005,236.7638727088545
5515,59,transporter,follower,food_deposited_at_nest,88.25237188344684,87.80868003759377
5530,66,follower,transporter,food_reached_from_trail,240.73176715237977,236.5623722012465
5536,80,follower,transporter,food_reached_from_trail,237.6310052400071,237.9811843258044
5676,32,follower,transporter,food_reached_from_trail,241.88763155078658,236.9711813408908
5743,67,follower,transporter,food_reached_from_trail,241.62166064411278,236.8905922810953
