leg_id,ant_id,source_role,transport_start_time,departure_x,departure_y,outbound_sample_count,outbound_path_length,outbound_endpoint_distance,outbound_path_efficiency,memory_waypoint_count,memory_path_length,nest_food_straight_distance,outbound_max_axis_distance,actual_return_distance,distance_increasing_steps,status,delivery_time,transport_time_steps,actual_return_endpoint_distance,actual_return_path_efficiency,site_axis_distance_over_actual_return,memory_to_outbound_length_ratio,memory_shortening_fraction,actual_to_memory_length_ratio,return_max_axis_distance,return_p90_axis_distance,distance_increasing_step_fraction,repeated_return_cell_fraction,anomalously_long_vs_site_axis,possible_looping,far_from_main_axis
103,19,follower,3632,241.09822168694902,236.6184591424543,3633,2177.2221403591666,210.54131461132735,0.09670180672358737,1212,2103.210574953499,212.13203435596427,210.56109805952562,2099.9999999998645,1526,completed_delivery,7132.0,3500,213.32655826916314,0.10158407536627471,0.10101525445522759,0.9660064244094733,0.03399357559052674,0.9984734885836596,210.29781211301406,194.03349892071026,0.436,0.1536703798914596,True,False,True
104,91,follower,3695,238.02494644130584,237.50764634051086,3696,2216.2915601778013,208.97342055359263,0.0942896793492404,1233,2126.932893800553,212.13203435596427,151.45000724047628,2123.999999999861,1573,completed_delivery,7235.0,3540,208.62584814641724,0.09822309234766051,0.09987383915064885,0.9596809968585182,0.040319003141481846,0.9986210689536842,150.99589386653741,115.28797033322054,0.4443502824858757,0.16774922338322507,True,False,True
105,84,follower,3696,240.94077673544965,236.954122465264,3697,2216.7196621684916,210.66236538840218,0.09503338152480818,1233,2138.35769953634,212.13203435596427,158.53693053869412,2135.399999999859,1550,completed_delivery,7255.0,3559,213.1535123591157,0.0998190092531281,0.09934065484498374,0.9646495838109297,0.03535041618907031,0.9986168359310875,158.17463887999656,122.82002352902789,0.4355155942680528,0.17022471910112358,True,False,True
106,60,follower,3767,240.29247875562612,236.85448149255058,515,308.4000000000002,209.75038320866537,0.6801244591720662,173,285.03675683450797,212.13203435596427,22.475444328794822,284.99999999999943,47,completed_delivery,4242.0,475,209.73291440370608,0.7359049628200228,0.7443229275647884,0.9242436992039811,0.07575630079601892,0.9998710452823112,22.411470269970465,14.074907804810238,0.09894736842105263,0.09033613445378152,False,False,True
107,12,follower,3778,239.99403355722407,236.62978770333652,447,267.6000000000001,207.24592755778625,0.7744616126972578,150,265.36271668803545,212.13203435596427,22.354194618482794,265.1999999999986,30,completed_delivery,4220.0,442,207.0895023462237,0.7808804764186454,0.7998945488535647,0.9916394495068587,0.008360550493141328,0.9993868140556154,22.34281089610485,14.949148940652853,0.06787330316742081,0.038374717832957095,False,False,True
108,92,follower,3794,238.5553179295728,237.08995254031706,532,318.60000000000014,211.81174557989266,0.6648202937221989,178,315.7290754756291,212.13203435596427,30.96040741459722,315.60000000000053,67,completed_delivery,4320.0,526,211.91521864925377,0.671467739699789,0.6721547349682,0.99098893746274,0.009011062537260028,0.9995911828030595,30.856334041645127,24.900759152421593,0.12737642585551331,0.05123339658444026,False,False,True
109,15,follower,3824,239.5954533228715,236.90680776881985,525,314.4,208.69760647197324,0.6637964582441898,176,306.3632208678937,212.13203435596427,26.750711902178338,306.36322086789386,66,completed_delivery,4335.0,511,208.69760647197324,0.6812097283765183,0.6924200423112707,0.9744377254067866,0.025562274593213363,1.0000000000000007,26.313767703971173,21.144512901749405,0.12915851272015655,0.072265625,False,False,True
110,69,follower,3829,239.53240230972864,236.63619591899464,446,267.0000000000001,206.62899465478657,0.773891365748264,150,264.44113370968387,212.13203435596427,21.804235071154096,264.44113370968216,36,completed_delivery,4270.0,441,206.62899465478657,0.7813799304068749,0.8021900049364269,0.9904162311224111,0.009583768877588938,0.9999999999999936,21.7382695953457,13.800093490870344,0.08163265306122448,0.06334841628959276,False,False,True
111,54,follower,3837,239.34277278261118,237.01976573177308,449,268.79999999999995,207.8536978123422,0.7732652448375827,151,264.15442945070976,212.13203435596427,21.52012097440891,264.1544294507086,34,completed_delivery,4278.0,441,207.8536978123422,0.7868643287358837,0.8030606747616482,0.9827173714684144,0.017282628531585575,0.9999999999999957,21.462173341239037,14.76889532568926,0.07709750566893424,0.04524886877828049,False,False,True
112,31,follower,3866,239.72741918450575,236.80528957480513,451,269.99999999999983,207.6489715617541,0.7690702650435343,151,266.7340131848382,212.13203435596427,21.982224555698835,266.39999999999867,36,completed_delivery,4310.0,444,207.3180247488817,0.7782208136219322,0.7962914202551251,0.9879037525364385,0.012096247463561527,0.9987477668076472,21.909943943350243,14.233960748750032,0.08108108108108109,0.06292134831460672,False,False,True
